K_1	Ksd_1	mean_K	sd_K	tot_K	H_1	Hsd_1	mean_H	sd_H	tot_H	S_1	prS_1	mean_S	sd_S	tot_S	mean_D	sd_D	mean_FS	sd_FS	Pi_1	mean_Pi	sd_Pi	
3	0	3	0	10	0.688889	0.103837	0.688889	0	0.411111	2	2	2	0	2	0	0	0	0	0.822222	0.822222	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.446154	13	13	13	0	13	0	0	0	0	5.8	5.8	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.333333	4	4	4	0	4	0	0	0	0	1.33333	1.33333	0	
3	0	3	0	10	0.733333	0.0764199	0.733333	0	0.47619	7	7	7	0	7	0	0	0	0	3.33333	3.33333	0	
5	0	5	0	10	0.844444	0.0795543	0.844444	0	0.392593	6	6	6	0	6	0	0	0	0	2.35556	2.35556	0	
2	0	2	0	10	0.466667	0.131757	0.466667	0	0.466667	9	9	9	0	9	0	0	0	0	4.2	4.2	0	
3	0	3	0	10	0.6	0.130537	0.6	0	0.293333	10	10	10	0	10	0	0	0	0	2.93333	2.93333	0	
5	0	5	0	10	0.866667	0.0713676	0.866667	0	0.425	8	8	8	0	8	0	0	0	0	3.4	3.4	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.238889	4	4	4	0	4	0	0	0	0	0.955556	0.955556	0	
3	0	3	0	10	0.688889	0.103837	0.688889	0	0.457778	5	5	5	0	5	0	0	0	0	2.28889	2.28889	0	
3	0	3	0	10	0.6	0.130537	0.6	0	0.422222	3	3	3	0	3	0	0	0	0	1.26667	1.26667	0	
4	0	4	0	10	0.733333	0.100532	0.733333	0	0.283333	4	4	4	0	4	0	0	0	0	1.13333	1.13333	0	
6	0	6	0	10	0.866667	0.0850098	0.866667	0	0.296296	9	9	9	0	9	0	0	0	0	2.66667	2.66667	0	
5	0	5	0	10	0.8	0.100133	0.8	0	0.403175	7	7	7	0	7	0	0	0	0	2.82222	2.82222	0	
1	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
5	0	5	0	10	0.844444	0.0795543	0.844444	0	0.412698	7	7	7	0	7	0	0	0	0	2.88889	2.88889	0	
4	0	4	0	10	0.533333	0.180074	0.533333	0	0.266667	4	4	4	0	4	0	0	0	0	1.06667	1.06667	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.32381	7	7	7	0	7	0	0	0	0	2.26667	2.26667	0	
3	0	3	0	10	0.711111	0.0859974	0.711111	0	0.474074	3	3	3	0	3	0	0	0	0	1.42222	1.42222	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.2	4	4	4	0	4	0	0	0	0	0.8	0.8	0	
2	0	2	0	10	0.533333	0.0946573	0.533333	0	0.533333	1	1	1	0	1	0	0	0	0	0.533333	0.533333	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.437037	6	6	6	0	6	0	0	0	0	2.62222	2.62222	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	2	2	2	0	2	0	0	0	0	0.4	0.4	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	0	0	0	0	0.555556	0.555556	0	
3	0	3	0	10	0.622222	0.138307	0.622222	0	0.414815	3	3	3	0	3	0	0	0	0	1.24444	1.24444	0	
4	0	4	0	10	0.733333	0.119889	0.733333	0	0.340741	6	6	6	0	6	0	0	0	0	2.04444	2.04444	0	
2	0	2	0	10	0.466667	0.131757	0.466667	0	0.466667	1	1	1	0	1	0	0	0	0	0.466667	0.466667	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.414815	9	9	9	0	9	0	0	0	0	3.73333	3.73333	0	
5	0	5	0	10	0.822222	0.0969307	0.822222	0	0.269841	7	7	7	0	7	0	0	0	0	1.88889	1.88889	0	
2	0	2	0	10	0.533333	0.0946573	0.533333	0	0.533333	4	4	4	0	4	0	0	0	0	2.13333	2.13333	0	
2	0	2	0	10	0.466667	0.131757	0.466667	0	0.466667	4	4	4	0	4	0	0	0	0	1.86667	1.86667	0	
2	0	2	0	10	0.355556	0.159109	0.355556	0	0.355556	1	1	1	0	1	0	0	0	0	0.355556	0.355556	0	
3	0	3	0	10	0.644444	0.101237	0.644444	0	0.504762	7	7	7	0	7	0	0	0	0	3.53333	3.53333	0	
4	0	4	0	10	0.733333	0.119889	0.733333	0	0.385185	6	6	6	0	6	0	0	0	0	2.31111	2.31111	0	
3	0	3	0	10	0.6	0.130537	0.6	0	0.366667	2	2	2	0	2	0	0	0	0	0.733333	0.733333	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.302222	5	5	5	0	5	0	0	0	0	1.51111	1.51111	0	
6	0	6	0	10	0.888889	0.0754247	0.888889	0	0.346667	10	10	10	0	10	0	0	0	0	3.46667	3.46667	0	
4	0	4	0	10	0.711111	0.117454	0.711111	0	0.288889	3	3	3	0	3	0	0	0	0	0.866667	0.866667	0	
4	0	4	0	10	0.644444	0.151819	0.644444	0	0.333333	4	4	4	0	4	0	0	0	0	1.33333	1.33333	0	
4	0	4	0	10	0.644444	0.151819	0.644444	0	0.251852	3	3	3	0	3	0	0	0	0	0.755556	0.755556	0	
4	0	4	0	10	0.733333	0.119889	0.733333	0	0.303704	3	3	3	0	3	0	0	0	0	0.911111	0.911111	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.422222	3	3	3	0	3	0	0	0	0	1.26667	1.26667	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.316667	4	4	4	0	4	0	0	0	0	1.26667	1.26667	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.225926	6	6	6	0	6	0	0	0	0	1.35556	1.35556	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
6	0	6	0	10	0.888889	0.0754247	0.888889	0	0.29037	15	15	15	0	15	0	0	0	0	4.35556	4.35556	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.368889	5	5	5	0	5	0	0	0	0	1.84444	1.84444	0	
4	0	4	0	10	0.644444	0.151819	0.644444	0	0.27037	6	6	6	0	6	0	0	0	0	1.62222	1.62222	0	
3	0	3	0	10	0.688889	0.103837	0.688889	0	0.511111	2	2	2	0	2	0	0	0	0	1.02222	1.02222	0	
7	0	7	0	10	0.933333	0.0619677	0.933333	0	0.246667	10	10	10	0	10	0	0	0	0	2.46667	2.46667	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.266667	4	4	4	0	4	0	0	0	0	1.06667	1.06667	0	
3	0	3	0	10	0.644444	0.101237	0.644444	0	0.283333	4	4	4	0	4	0	0	0	0	1.13333	1.13333	0	
3	0	3	0	10	0.6	0.130537	0.6	0	0.390476	7	7	7	0	7	0	0	0	0	2.73333	2.73333	0	
6	0	6	0	10	0.866667	0.0850098	0.866667	0	0.241667	8	8	8	0	8	0	0	0	0	1.93333	1.93333	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
5	0	5	0	10	0.844444	0.0795543	0.844444	0	0.388889	6	6	6	0	6	0	0	0	0	2.33333	2.33333	0	
5	0	5	0	10	0.822222	0.0969307	0.822222	0	0.297778	5	5	5	0	5	0	0	0	0	1.48889	1.48889	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.344444	4	4	4	0	4	0	0	0	0	1.37778	1.37778	0	
4	0	4	0	10	0.644444	0.151819	0.644444	0	0.251852	3	3	3	0	3	0	0	0	0	0.755556	0.755556	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.305556	4	4	4	0	4	0	0	0	0	1.22222	1.22222	0	
3	0	3	0	10	0.711111	0.0859974	0.711111	0	0.474074	3	3	3	0	3	0	0	0	0	1.42222	1.42222	0	
3	0	3	0	10	0.644444	0.101237	0.644444	0	0.477778	6	6	6	0	6	0	0	0	0	2.86667	2.86667	0	
4	0	4	0	10	0.733333	0.119889	0.733333	0	0.32963	6	6	6	0	6	0	0	0	0	1.97778	1.97778	0	
4	0	4	0	10	0.733333	0.119889	0.733333	0	0.349206	7	7	7	0	7	0	0	0	0	2.44444	2.44444	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.416667	4	4	4	0	4	0	0	0	0	1.66667	1.66667	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.303704	3	3	3	0	3	0	0	0	0	0.911111	0.911111	0	
4	0	4	0	10	0.711111	0.117454	0.711111	0	0.333333	4	4	4	0	4	0	0	0	0	1.33333	1.33333	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.2	2	2	2	0	2	0	0	0	0	0.4	0.4	0	
6	0	6	0	10	0.888889	0.0754247	0.888889	0	0.386667	5	5	5	0	5	0	0	0	0	1.93333	1.93333	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.333333	2	2	2	0	2	0	0	0	0	0.666667	0.666667	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.405556	8	8	8	0	8	0	0	0	0	3.24444	3.24444	0	
2	0	2	0	10	0.355556	0.159109	0.355556	0	0.355556	1	1	1	0	1	0	0	0	0	0.355556	0.355556	0	
4	0	4	0	10	0.644444	0.151819	0.644444	0	0.311111	3	3	3	0	3	0	0	0	0	0.933333	0.933333	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
5	0	5	0	10	0.666667	0.163299	0.666667	0	0.387302	7	7	7	0	7	0	0	0	0	2.71111	2.71111	0	
1	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.339683	7	7	7	0	7	0	0	0	0	2.37778	2.37778	0	
1	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	0	3	0	10	0.644444	0.101237	0.644444	0	0.42963	3	3	3	0	3	0	0	0	0	1.28889	1.28889	0	
6	0	6	0	10	0.888889	0.0754247	0.888889	0	0.352381	7	7	7	0	7	0	0	0	0	2.46667	2.46667	0	
5	0	5	0	10	0.822222	0.0969307	0.822222	0	0.375556	10	10	10	0	10	0	0	0	0	3.75556	3.75556	0	
5	0	5	0	10	0.822222	0.0969307	0.822222	0	0.460606	11	11	11	0	11	0	0	0	0	5.06667	5.06667	0	
2	0	2	0	10	0.466667	0.131757	0.466667	0	0.466667	1	1	1	0	1	0	0	0	0	0.466667	0.466667	0	
3	0	3	0	10	0.6	0.130537	0.6	0	0.333333	2	2	2	0	2	0	0	0	0	0.666667	0.666667	0	
4	0	4	0	10	0.733333	0.119889	0.733333	0	0.418519	6	6	6	0	6	0	0	0	0	2.51111	2.51111	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
5	0	5	0	10	0.822222	0.0969307	0.822222	0	0.262222	5	5	5	0	5	0	0	0	0	1.31111	1.31111	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.431111	5	5	5	0	5	0	0	0	0	2.15556	2.15556	0	
3	0	3	0	10	0.6	0.130537	0.6	0	0.288889	3	3	3	0	3	0	0	0	0	0.866667	0.866667	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.2	2	2	2	0	2	0	0	0	0	0.4	0.4	0	
6	0	6	0	10	0.844444	0.102935	0.844444	0	0.322222	8	8	8	0	8	0	0	0	0	2.57778	2.57778	0	
5	0	5	0	10	0.666667	0.163299	0.666667	0	0.308333	8	8	8	0	8	0	0	0	0	2.46667	2.46667	0	
4	0	4	0	10	0.644444	0.151819	0.644444	0	0.348148	6	6	6	0	6	0	0	0	0	2.08889	2.08889	0	
2	0	2	0	10	0.355556	0.159109	0.355556	0	0.355556	1	1	1	0	1	0	0	0	0	0.355556	0.355556	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
2	0	2	0	10	0.355556	0.159109	0.355556	0	0.355556	2	2	2	0	2	0	0	0	0	0.711111	0.711111	0	
2	0	2	0	10	0.355556	0.159109	0.355556	0	0.355556	1	1	1	0	1	0	0	0	0	0.355556	0.355556	0	
5	0	5	0	10	0.866667	0.0713676	0.866667	0	0.307407	6	6	6	0	6	0	0	0	0	1.84444	1.84444	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.2	5	5	5	0	5	0	0	0	0	1	1	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	0	0	0	0	0.555556	0.555556	0	
4	0	4	0	10	0.733333	0.100532	0.733333	0	0.448148	6	6	6	0	6	0	0	0	0	2.68889	2.68889	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.251852	3	3	3	0	3	0	0	0	0	0.755556	0.755556	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.222222	7	7	7	0	7	0	0	0	0	1.55556	1.55556	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.2	3	3	3	0	3	0	0	0	0	0.6	0.6	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	0	0	0	0	0.555556	0.555556	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	0	0	0	0	0.555556	0.555556	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.2	4	4	4	0	4	0	0	0	0	0.8	0.8	0	
5	0	5	0	10	0.866667	0.0713676	0.866667	0	0.377778	5	5	5	0	5	0	0	0	0	1.88889	1.88889	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
4	0	4	0	10	0.711111	0.117454	0.711111	0	0.286869	11	11	11	0	11	0	0	0	0	3.15556	3.15556	0	
6	0	6	0	10	0.844444	0.102935	0.844444	0	0.284444	5	5	5	0	5	0	0	0	0	1.42222	1.42222	0	
4	0	4	0	10	0.533333	0.180074	0.533333	0	0.2	4	4	4	0	4	0	0	0	0	0.8	0.8	0	
2	0	2	0	10	0.355556	0.159109	0.355556	0	0.355556	2	2	2	0	2	0	0	0	0	0.711111	0.711111	0	
6	0	6	0	10	0.844444	0.102935	0.844444	0	0.396825	7	7	7	0	7	0	0	0	0	2.77778	2.77778	0	
6	0	6	0	10	0.888889	0.0754247	0.888889	0	0.4	6	6	6	0	6	0	0	0	0	2.4	2.4	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.417778	5	5	5	0	5	0	0	0	0	2.08889	2.08889	0	
4	0	4	0	10	0.644444	0.151819	0.644444	0	0.460317	7	7	7	0	7	0	0	0	0	3.22222	3.22222	0	
6	0	6	0	10	0.844444	0.102935	0.844444	0	0.307407	6	6	6	0	6	0	0	0	0	1.84444	1.84444	0	
3	0	3	0	10	0.644444	0.101237	0.644444	0	0.366667	2	2	2	0	2	0	0	0	0	0.733333	0.733333	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.242222	10	10	10	0	10	0	0	0	0	2.42222	2.42222	0	
2	0	2	0	10	0.466667	0.131757	0.466667	0	0.466667	1	1	1	0	1	0	0	0	0	0.466667	0.466667	0	
6	0	6	0	10	0.844444	0.102935	0.844444	0	0.311111	10	10	10	0	10	0	0	0	0	3.11111	3.11111	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	12	12	12	0	12	0	0	0	0	2.4	2.4	0	
4	0	4	0	10	0.711111	0.117454	0.711111	0	0.233333	8	8	8	0	8	0	0	0	0	1.86667	1.86667	0	
3	0	3	0	10	0.688889	0.103837	0.688889	0	0.461111	4	4	4	0	4	0	0	0	0	1.84444	1.84444	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	4	4	4	0	4	0	0	0	0	0.8	0.8	0	
5	0	5	0	10	0.822222	0.0969307	0.822222	0	0.396296	6	6	6	0	6	0	0	0	0	2.37778	2.37778	0	
5	0	5	0	10	0.8	0.100133	0.8	0	0.288889	4	4	4	0	4	0	0	0	0	1.15556	1.15556	0	
6	0	6	0	10	0.888889	0.0754247	0.888889	0	0.324444	5	5	5	0	5	0	0	0	0	1.62222	1.62222	0	
4	0	4	0	10	0.644444	0.151819	0.644444	0	0.231111	5	5	5	0	5	0	0	0	0	1.15556	1.15556	0	
4	0	4	0	10	0.711111	0.117454	0.711111	0	0.235556	10	10	10	0	10	0	0	0	0	2.35556	2.35556	0	
3	0	3	0	10	0.622222	0.138307	0.622222	0	0.474074	9	9	9	0	9	0	0	0	0	4.26667	4.26667	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.405556	4	4	4	0	4	0	0	0	0	1.62222	1.62222	0	
4	0	4	0	10	0.733333	0.100532	0.733333	0	0.42963	3	3	3	0	3	0	0	0	0	1.28889	1.28889	0	
2	0	2	0	10	0.555556	0.0745356	0.555556	0	0.555556	1	1	1	0	1	0	0	0	0	0.555556	0.555556	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.4	4	4	4	0	4	0	0	0	0	1.6	1.6	0	
6	0	6	0	10	0.777778	0.137437	0.777778	0	0.348148	9	9	9	0	9	0	0	0	0	3.13333	3.13333	0	
1	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	0	3	0	10	0.644444	0.101237	0.644444	0	0.504762	7	7	7	0	7	0	0	0	0	3.53333	3.53333	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	0	0	0	0	0.555556	0.555556	0	
1	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	0	4	0	10	0.711111	0.117454	0.711111	0	0.422222	6	6	6	0	6	0	0	0	0	2.53333	2.53333	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	0	0	0	0	0.555556	0.555556	0	
4	0	4	0	10	0.644444	0.151819	0.644444	0	0.288889	3	3	3	0	3	0	0	0	0	0.866667	0.866667	0	
2	0	2	0	10	0.355556	0.159109	0.355556	0	0.355556	1	1	1	0	1	0	0	0	0	0.355556	0.355556	0	
5	0	5	0	10	0.866667	0.0713676	0.866667	0	0.434921	7	7	7	0	7	0	0	0	0	3.04444	3.04444	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
2	0	2	0	10	0.355556	0.159109	0.355556	0	0.355556	3	3	3	0	3	0	0	0	0	1.06667	1.06667	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
3	0	3	0	10	0.688889	0.103837	0.688889	0	0.455556	2	2	2	0	2	0	0	0	0	0.911111	0.911111	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.333333	2	2	2	0	2	0	0	0	0	0.666667	0.666667	0	
2	0	2	0	10	0.466667	0.131757	0.466667	0	0.466667	2	2	2	0	2	0	0	0	0	0.933333	0.933333	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.462963	6	6	6	0	6	0	0	0	0	2.77778	2.77778	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
5	0	5	0	10	0.844444	0.0795543	0.844444	0	0.412698	7	7	7	0	7	0	0	0	0	2.88889	2.88889	0	
5	0	5	0	10	0.8	0.100133	0.8	0	0.283333	4	4	4	0	4	0	0	0	0	1.13333	1.13333	0	
4	0	4	0	10	0.733333	0.119889	0.733333	0	0.396825	7	7	7	0	7	0	0	0	0	2.77778	2.77778	0	
3	0	3	0	10	0.733333	0.0764199	0.733333	0	0.483333	4	4	4	0	4	0	0	0	0	1.93333	1.93333	0	
3	0	3	0	10	0.733333	0.0764199	0.733333	0	0.5	2	2	2	0	2	0	0	0	0	1	1	0	
5	0	5	0	10	0.8	0.100133	0.8	0	0.35	8	8	8	0	8	0	0	0	0	2.8	2.8	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.288889	4	4	4	0	4	0	0	0	0	1.15556	1.15556	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.2	2	2	2	0	2	0	0	0	0	0.4	0.4	0	
3	0	3	0	10	0.622222	0.138307	0.622222	0	0.355556	4	4	4	0	4	0	0	0	0	1.42222	1.42222	0	
2	0	2	0	10	0.466667	0.131757	0.466667	0	0.466667	6	6	6	0	6	0	0	0	0	2.8	2.8	0	
3	0	3	0	10	0.622222	0.138307	0.622222	0	0.355556	3	3	3	0	3	0	0	0	0	1.06667	1.06667	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.444444	4	4	4	0	4	0	0	0	0	1.77778	1.77778	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.377778	3	3	3	0	3	0	0	0	0	1.13333	1.13333	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	0	0	0	0	0.2	0.2	0	
5	0	5	0	10	0.666667	0.163299	0.666667	0	0.231111	5	5	5	0	5	0	0	0	0	1.15556	1.15556	0	
4	0	4	0	10	0.644444	0.151819	0.644444	0	0.361111	8	8	8	0	8	0	0	0	0	2.88889	2.88889	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.269136	9	9	9	0	9	0	0	0	0	2.42222	2.42222	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	2	2	2	0	2	0	0	0	0	0.4	0.4	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.251852	3	3	3	0	3	0	0	0	0	0.755556	0.755556	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	0	0	0	0	0.555556	0.555556	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.324444	5	5	5	0	5	0	0	0	0	1.62222	1.62222	0	
4	0	4	0	10	0.8	0.0888444	0.8	0	0.414815	3	3	3	0	3	0	0	0	0	1.24444	1.24444	0	
2	0	2	0	10	0.555556	0.0745356	0.555556	0	0.555556	7	7	7	0	7	0	0	0	0	3.88889	3.88889	0	
3	0	3	0	10	0.688889	0.103837	0.688889	0	0.42963	3	3	3	0	3	0	0	0	0	1.28889	1.28889	0	
4	0	4	0	10	0.711111	0.117454	0.711111	0	0.344444	4	4	4	0	4	0	0	0	0	1.37778	1.37778	0	
3	0	3	0	10	0.733333	0.0764199	0.733333	0	0.488889	3	3	3	0	3	0	0	0	0	1.46667	1.46667	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	0	0	0	0	0.555556	0.555556	0	
3	0	3	0	10	0.6	0.130537	0.6	0	0.377778	3	3	3	0	3	0	0	0	0	1.13333	1.13333	0	
5	0	5	0	10	0.666667	0.163299	0.666667	0	0.2	4	4	4	0	4	0	0	0	0	0.8	0.8	0	
3	0	3	0	10	0.644444	0.101237	0.644444	0	0.548148	3	3	3	0	3	0	0	0	0	1.64444	1.64444	0	
5	0	5	0	10	0.666667	0.163299	0.666667	0	0.231111	5	5	5	0	5	0	0	0	0	1.15556	1.15556	0	
5	0	5	0	10	0.666667	0.163299	0.666667	0	0.288889	6	6	6	0	6	0	0	0	0	1.73333	1.73333	0	
2	0	2	0	10	0.466667	0.131757	0.466667	0	0.466667	1	1	1	0	1	0	0	0	0	0.466667	0.466667	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.491667	8	8	8	0	8	0	0	0	0	3.93333	3.93333	0	
4	0	4	0	10	0.733333	0.100532	0.733333	0	0.271111	5	5	5	0	5	0	0	0	0	1.35556	1.35556	0	
2	0	2	0	10	0.555556	0.0745356	0.555556	0	0.555556	4	4	4	0	4	0	0	0	0	2.22222	2.22222	0	
3	0	3	0	10	0.6	0.130537	0.6	0	0.32	5	5	5	0	5	0	0	0	0	1.6	1.6	0	
6	0	6	0	10	0.911111	0.0620394	0.911111	0	0.298413	7	7	7	0	7	0	0	0	0	2.08889	2.08889	0	
6	0	6	0	10	0.844444	0.102935	0.844444	0	0.450505	11	11	11	0	11	0	0	0	0	4.95556	4.95556	0	
4	0	4	0	10	0.711111	0.117454	0.711111	0	0.318519	3	3	3	0	3	0	0	0	0	0.955556	0.955556	0	
5	0	5	0	10	0.822222	0.0969307	0.822222	0	0.322222	4	4	4	0	4	0	0	0	0	1.28889	1.28889	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	0	0	0	0	0.555556	0.555556	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.2	2	2	2	0	2	0	0	0	0	0.4	0.4	0	
5	0	5	0	10	0.844444	0.0795543	0.844444	0	0.380952	7	7	7	0	7	0	0	0	0	2.66667	2.66667	0	
6	0	6	0	10	0.888889	0.0754247	0.888889	0	0.3	8	8	8	0	8	0	0	0	0	2.4	2.4	0	
4	0	4	0	10	0.733333	0.100532	0.733333	0	0.247619	7	7	7	0	7	0	0	0	0	1.73333	1.73333	0	
3	0	3	0	10	0.644444	0.101237	0.644444	0	0.45	4	4	4	0	4	0	0	0	0	1.8	1.8	0	
6	0	6	0	10	0.844444	0.102935	0.844444	0	0.314286	7	7	7	0	7	0	0	0	0	2.2	2.2	0	
4	0	4	0	10	0.711111	0.117454	0.711111	0	0.288889	3	3	3	0	3	0	0	0	0	0.866667	0.866667	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	0	0	0	0	0.555556	0.555556	0	
3	0	3	0	10	0.688889	0.103837	0.688889	0	0.42963	3	3	3	0	3	0	0	0	0	1.28889	1.28889	0	
3	0	3	0	10	0.688889	0.103837	0.688889	0	0.455556	2	2	2	0	2	0	0	0	0	0.911111	0.911111	0	
4	0	4	0	10	0.711111	0.117454	0.711111	0	0.391111	5	5	5	0	5	0	0	0	0	1.95556	1.95556	0	
3	0	3	0	10	0.711111	0.0859974	0.711111	0	0.488889	4	4	4	0	4	0	0	0	0	1.95556	1.95556	0	
2	0	2	0	10	0.533333	0.0946573	0.533333	0	0.533333	1	1	1	0	1	0	0	0	0	0.533333	0.533333	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	0	0	0	0	0.555556	0.555556	0	
4	0	4	0	10	0.822222	0.0716163	0.822222	0	0.469841	7	7	7	0	7	0	0	0	0	3.28889	3.28889	0	
3	0	3	0	10	0.622222	0.138307	0.622222	0	0.444444	2	2	2	0	2	0	0	0	0	0.888889	0.888889	0	
5	0	5	0	10	0.8	0.100133	0.8	0	0.340741	6	6	6	0	6	0	0	0	0	2.04444	2.04444	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.338272	9	9	9	0	9	0	0	0	0	3.04444	3.04444	0	
4	0	4	0	10	0.711111	0.117454	0.711111	0	0.416667	4	4	4	0	4	0	0	0	0	1.66667	1.66667	0	
3	0	3	0	10	0.688889	0.103837	0.688889	0	0.454321	9	9	9	0	9	0	0	0	0	4.08889	4.08889	0	
3	0	3	0	10	0.711111	0.0859974	0.711111	0	0.444444	4	4	4	0	4	0	0	0	0	1.77778	1.77778	0	
5	0	5	0	10	0.822222	0.0969307	0.822222	0	0.361905	7	7	7	0	7	0	0	0	0	2.53333	2.53333	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	2	2	2	0	2	0	0	0	0	0.4	0.4	0	
4	0	4	0	10	0.711111	0.117454	0.711111	0	0.311111	3	3	3	0	3	0	0	0	0	0.933333	0.933333	0	
