K_1	Ksd_1	mean_K	sd_K	tot_K	H_1	Hsd_1	mean_H	sd_H	tot_H	S_1	prS_1	mean_S	sd_S	tot_S	D_1	mean_D	sd_D	FS_1	mean_FS	sd_FS	Pi_1	mean_Pi	sd_Pi	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	1	1	1	0	1	-1.11173	-1.11173	0	-0.339314	-0.339314	0	0.2	0.2	0	
3	0	3	0	10	0.6	0.130537	0.6	0	0.333333	2	2	2	0	2	-0.183929	-0.183929	0	-0.27178	-0.27178	0	0.666667	0.666667	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.35	4	4	4	0	4	-0.03786	-0.03786	0	-0.174668	-0.174668	0	1.4	1.4	0	
4	0	4	0	10	0.733333	0.100532	0.733333	0	0.422222	6	6	6	0	6	0.804452	0.804452	0	1.1346	1.1346	0	2.53333	2.53333	0	
5	0	5	0	10	0.844444	0.0795543	0.844444	0	0.388889	4	4	4	0	4	0.384525	0.384525	0	-1.18141	-1.18141	0	1.55556	1.55556	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.32	5	5	5	0	5	-0.379852	-0.379852	0	-1.11562	-1.11562	0	1.6	1.6	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.217284	9	9	9	0	9	-1.68719	-1.68719	0	1.92679	1.92679	0	1.95556	1.95556	0	
7	0	7	0	10	0.933333	0.0619677	0.933333	0	0.448611	16	16	16	0	16	1.24574	1.24574	0	0.108186	0.108186	0	7.17778	7.17778	0	
5	0	5	0	10	0.844444	0.0795543	0.844444	0	0.333333	6	6	6	0	6	-0.235852	-0.235852	0	-0.602192	-0.602192	0	2	2	0	
2	0	2	0	10	0.533333	0.0946573	0.533333	0	0.533333	1	1	1	0	1	1.30268	1.30268	0	1.02917	1.02917	0	0.533333	0.533333	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	-0.69098	-0.69098	0	-0.593814	-0.593814	0	0.555556	0.555556	0	
3	0	3	0	10	0.644444	0.101237	0.644444	0	0.477778	6	6	6	0	6	1.45464	1.45464	0	2.96274	2.96274	0	2.86667	2.86667	0	
3	0	3	0	10	0.622222	0.138307	0.622222	0	0.444444	4	4	4	0	4	0.987933	0.987933	0	1.69679	1.69679	0	1.77778	1.77778	0	
5	0	5	0	10	0.8	0.100133	0.8	0	0.281481	9	9	9	0	9	-0.891946	-0.891946	0	-0.0649397	-0.0649397	0	2.53333	2.53333	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.413333	5	5	5	0	5	0.678893	0.678893	0	0.665554	0.665554	0	2.06667	2.06667	0	
9	0	9	0	10	0.977778	0.0539959	0.977778	0	0.223932	13	13	13	0	13	-1.66776	-1.66776	0	-5.66066	-5.66066	0	2.91111	2.91111	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.4	4	4	4	0	4	0.505207	0.505207	0	1.45344	1.45344	0	1.6	1.6	0	
3	0	3	0	10	0.688889	0.103837	0.688889	0	0.411111	4	4	4	0	4	0.625888	0.625888	0	1.51568	1.51568	0	1.64444	1.64444	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.2	3	3	3	0	3	-1.56222	-1.56222	0	-0.458608	-0.458608	0	0.6	0.6	0	
1	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.2	9	9	9	0	9	-1.90129	-1.90129	0	1.72621	1.72621	0	1.8	1.8	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.277778	4	4	4	0	4	-0.82229	-0.82229	0	-1.99329	-1.99329	0	1.11111	1.11111	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.277778	2	2	2	0	2	-0.69098	-0.69098	0	-0.593814	-0.593814	0	0.555556	0.555556	0	
