K_1	Ksd_1	mean_K	sd_K	tot_K	H_1	Hsd_1	mean_H	sd_H	tot_H	S_1	prS_1	mean_S	sd_S	tot_S	D_1	mean_D	sd_D	FS_1	mean_FS	sd_FS	Pi_1	mean_Pi	sd_Pi	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.333333	7	7	7	0	7	-0.241474	-0.241474	0	2.38099	2.38099	0	2.33333	2.33333	0	
5	0	5	0	10	0.8	0.100133	0.8	0	0.233333	8	8	8	0	8	-1.46649	-1.46649	0	-0.759769	-0.759769	0	1.86667	1.86667	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.2	16	16	16	0	16	-2.01002	-2.01002	0	3.29954	3.29954	0	3.2	3.2	0	
5	0	5	0	10	0.8	0.100133	0.8	0	0.441667	8	8	8	0	8	1.07627	1.07627	0	0.705575	0.705575	0	3.53333	3.53333	0	
2	0	2	0	10	0.2	0.154143	0.2	0	0.2	2	2	2	0	2	-1.40085	-1.40085	0	0.586219	0.586219	0	0.4	0.4	0	
6	0	6	0	10	0.911111	0.0620394	0.911111	0	0.358333	8	8	8	0	8	0.0591657	0.0591657	0	-0.92545	-0.92545	0	2.86667	2.86667	0	
5	0	5	0	10	0.755556	0.129546	0.755556	0	0.266667	4	4	4	0	4	-0.942971	-0.942971	0	-2.09575	-2.09575	0	1.06667	1.06667	0	
4	0	4	0	10	0.733333	0.119889	0.733333	0	0.327778	4	4	4	0	4	-0.279223	-0.279223	0	-0.312068	-0.312068	0	1.31111	1.31111	0	
5	0	5	0	10	0.822222	0.0969307	0.822222	0	0.415873	7	7	7	0	7	0.747548	0.747548	0	0.253066	0.253066	0	2.91111	2.91111	0	
3	0	3	0	10	0.622222	0.138307	0.622222	0	0.414815	3	3	3	0	3	0.624223	0.624223	0	0.912362	0.912362	0	1.24444	1.24444	0	
3	0	3	0	10	0.377778	0.181279	0.377778	0	0.2	2	2	2	0	2	-1.40085	-1.40085	0	-1.16394	-1.16394	0	0.4	0.4	0	
7	0	7	0	10	0.911111	0.0773448	0.911111	0	0.352778	8	8	8	0	8	-0.00864111	-0.00864111	0	-2.22213	-2.22213	0	2.82222	2.82222	0	
5	0	5	0	10	0.822222	0.0969307	0.822222	0	0.322222	4	4	4	0	4	-0.339564	-0.339564	0	-1.62852	-1.62852	0	1.28889	1.28889	0	
3	0	3	0	10	0.511111	0.164303	0.511111	0	0.277778	2	2	2	0	2	-0.69098	-0.69098	0	-0.593814	-0.593814	0	0.555556	0.555556	0	
4	0	4	0	10	0.777778	0.0906765	0.777778	0	0.322222	4	4	4	0	4	-0.339564	-0.339564	0	-0.347779	-0.347779	0	1.28889	1.28889	0	
2	0	2	0	10	0.466667	0.131757	0.466667	0	0.466667	6	6	6	0	6	1.3246	1.3246	0	5.12957	5.12957	0	2.8	2.8	0	
4	0	4	0	10	0.822222	0.0716163	0.822222	0	0.458333	8	8	8	0	8	1.27969	1.27969	0	2.07599	2.07599	0	3.66667	3.66667	0	
